datensatz;variable;oberthema;unterthema;umfrage_item;itemformulierung;var_typ;umfrage_filter;skalen_berechnung;quelle;status;value_label_key
qm_sekII;Abb_and;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;eine andere Ausbildung/Tätigkeit abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_beru;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;die Erwerbstätigkeit im erlernten Beruf abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_bms;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;die Berufsmaturitätsschule abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_firma;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;eine firmeninterne Ausbildung abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_lehre;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;eine Berufliche Grundbildung (Lehre) abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_pass;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;die Passerelle Berufsmaturiät – universitäre Hochschule abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_prakt;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;ein Praktikum abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_sfach;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;das Studienfach gewechselt;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_stufh;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;ein Studium an einer Fachhochschule (ohne Pädagogische Hochschule) abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_stuhf;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;ein Studium an einer höheren Fachschule bzw. eine höhere berufliche Bildung abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_stuph;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;ein Studium an einer Pädagogischen Hochschule abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abb_stuuni;Werdegang;;Welche Aussage trifft auf Sie zu? (Mehrfachnennungen möglich) Ich habe …;ein Studium an einer Universität oder ETH / EPFL abgebrochen;Item-Gruppe: Art von abgebrochener Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM/des IFES;aktiv;kreuz
qm_sekII;Abbruch;Werdegang;;"Haben Sie seit dem Schulabschluss eine auf längere Frist geplante Ausbildung/Tätigkeit abgebrochen (z.B. Studium / Praktikum abgebrochen, aufgehört zu arbeiten im erlernten Beruf, Studienfach gewechselt)? 
Tätigkeiten, die von Beginn als Zwischenphase/Überbrückung geplant waren, gehören nicht dazu und sind demzufolge nicht zu berücksichtigen.";;Einzelitem: Abbruch einer Ausbildung/Tätigkeit;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Abzweisp;Statistische Angaben;;Schliessen Sie die Schule mit einem zweisprachigen Abschluss ab?;;Einzelitem: Zweisprachiger Schulabschluss;school_type_id = 1, 3, 4, 5, 8;;Eigenkonstruktion des IVM;aktiv;zweischprach
qm_sekII;Agru_and;Werdegang;;Was waren die Gründe für den Studienfachwechsel bzw. für den Abbruch der Ausbildung/Tätigkeit? (Mehrfachnennungen möglich);Andere Gründe,;Item-Gruppe: Gründe für Abbruch einer Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agru_anf;Werdegang;;Was waren die Gründe für den Studienfachwechsel bzw. für den Abbruch der Ausbildung/Tätigkeit? (Mehrfachnennungen möglich);Zu hohe Anforderungen;Item-Gruppe: Gründe für Abbruch einer Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agru_bela;Werdegang;;Was waren die Gründe für den Studienfachwechsel bzw. für den Abbruch der Ausbildung/Tätigkeit? (Mehrfachnennungen möglich);Zu grosse Belastung;Item-Gruppe: Gründe für Abbruch einer Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agru_falsch;Werdegang;;Was waren die Gründe für den Studienfachwechsel bzw. für den Abbruch der Ausbildung/Tätigkeit? (Mehrfachnennungen möglich);Falsche Erwartungen an Fach/Ausbildung/Erwerbstätigkeit;Item-Gruppe: Gründe für Abbruch einer Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agru_fina;Werdegang;;Was waren die Gründe für den Studienfachwechsel bzw. für den Abbruch der Ausbildung/Tätigkeit? (Mehrfachnennungen möglich);Finanzielle Gründe;Item-Gruppe: Gründe für Abbruch einer Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agru_int;Werdegang;;Was waren die Gründe für den Studienfachwechsel bzw. für den Abbruch der Ausbildung/Tätigkeit? (Mehrfachnennungen möglich);Neu gewecktes Interesse an jetzigem Studium/Beruf/Ausbildung;Item-Gruppe: Gründe für Abbruch einer Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agru_miss;Werdegang;;Was waren die Gründe für den Studienfachwechsel bzw. für den Abbruch der Ausbildung/Tätigkeit? (Mehrfachnennungen möglich);Prüfungsmisserfolg;Item-Gruppe: Gründe für Abbruch einer Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agru_unbe;Werdegang;;Was waren die Gründe für den Studienfachwechsel bzw. für den Abbruch der Ausbildung/Tätigkeit? (Mehrfachnennungen möglich);Unbefriedigende Ausbildungssituation;Item-Gruppe: Gründe für Abbruch einer Ausbildung/Tätigkeit;Abbruch = 1;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_and;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Andere Gründe;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_aus;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Voraussetzung für eine zukünftige Ausbildung;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_auss;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Stellenaussichten später;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_bb;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Empfehlung durch Studien- und Berufsberatung;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_bega;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Eigene Begabungen;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_elt;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Empfehlung von Eltern/Familie;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_frei;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Freiheit in der Gestaltung der Fächerkombination;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_freud;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Interesse/Freude am Fach;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_gesel;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Gesellschaftliche Anerkennung;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_klar;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Klare Struktur und klarer Aufbau des Studiums;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_kol;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Empfehlung von Kolleginnen/Kollegen;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_kurz;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Kurze Studiendauer;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_lohn;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Spätere gute Verdienstmöglichkeiten;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_schu;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Einfluss des Gymnasiums / der Berufsfachschule / der Berufsmittelschule / der Fachmittelschule / der Handels-, Wirtschaft- oder Informatikmittelschule und seiner Lehrpersonen;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Agrund_wert;Werdegang;;Wieso haben Sie sich für Ihre jetzige Ausbildung entschieden? (Mehrfachnennung möglich);Persönliche Wertvorstellungen;Item-Gruppe: Gründe für Wahl der Ausbildung;;;Eigenkonstruktion des IVM;aktiv;kreuz
qm_sekII;Aktiv_aktu;Prozess;Unterricht;Wie viel können Sie selber aktiv sein im Unterricht?;Wir werden oft aufgefordert, unser Wissen auf aktuelle Ereignisse und alltägliche Situationen anzuwenden.;Skala: Selbstaktivität;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), Selbstaktivität (2 von 4 Items), Elaboration (2 von 5 Items);aktiv;likert6_zutreffen
qm_sekII;Aktiv_eigen;Prozess;Unterricht;Wie viel können Sie selber aktiv sein im Unterricht?;Im Unterricht gibt es für uns Schülerinnen und Schüler immer wieder Gelegenheiten, eigene Ideen zu realisieren.;Skala: Selbstaktivität;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), Selbstaktivität (2 von 4 Items), Elaboration (2 von 5 Items);aktiv;likert6_zutreffen
qm_sekII;Aktiv_selber;Prozess;Unterricht;Wie viel können Sie selber aktiv sein im Unterricht?;Von uns Schülerinnen und Schülern wird oft verlangt, etwas selber darzustellen, zu analysieren oder zu beurteilen.;Skala: Selbstaktivität;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), Selbstaktivität (2 von 4 Items), Elaboration (2 von 5 Items);aktiv;likert6_zutreffen
qm_sekII;Aktiv_sorg;Prozess;Unterricht;Wie viel können Sie selber aktiv sein im Unterricht?;Wir werden darin unterstützt, uns mit Texten sorgfältig auseinanderzusetzen.;Skala: Selbstaktivität;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation.), Selbstaktivität (2 von 4 Items), Elaboration (2 von 5 Items);aktiv;likert6_zutreffen
qm_sekII;Aktiv_thema_a;Prozess;Unterricht;Wie gestalten die Lehrpersonen den Unterricht an Ihrer Schule?;Unsere Lehrpersonen geben uns oft die Gelegenheit, ein Thema selbständig zu bearbeiten.;Einzelitem: Förderung der Selbstaktivität;school_type_id = 3, 8, 9;;Eigenkonstruktion IFES IPES.;aktiv;likert6_zutreffen
qm_sekII;Aktlerntr_a;Prozess;Unterricht;Wie gestalten die Lehrpersonen den Unterricht an Ihrer Schule?;Was wir im Unterricht lernen, erklären uns die Lehrpersonen an praxisnahen Beispielen.;Einzelitem: Aktiver Lerntransfer im Unterricht;school_type_id = 3, 8;;Eigenkonstruktion IFES IPES.;aktiv;likert6_zutreffen
qm_sekII;Aktlerntr_b;Prozess;Unterricht;Wie gestalten die Lehrpersonen den Unterricht an Ihrer Schule?;Im Unterricht lernen wir mit Beispielen, die ich verstehe.;Einzelitem: Förderung des aktiven Lerntransfers im Unterricht;school_type_id = 9;;Eigenkonstruktion IFES IPES.;aktiv;likert6_zutreffen
qm_sekII;AnlkompLP_a;Input;Lehrpersonenexpertise;Wie erleben Sie Ihre Lehrpersonen im Unterricht?;Meine Lehrpersonen geben klare Anleitungen.;Einzelitem: Anleitungskompetenzen der Lehrpersonen;school_type_id = 3, 8;;Eigenkonstruktion IFES IPES in Anlehnung an Mayr, Eder und Fartacek (2005. Linzer Diagnosebogen zur Klassenführung (LDK)).;aktiv;likert6_lehrp
qm_sekII;Anst_best;Input;Individuelle Eingangsvoraussetzungen der Schülerinnen und Schüler;Wie beurteilen Sie Ihr eigenes Lernverhalten?;Wenn ich lerne, gebe ich mein Bestes.;Skala: Eigene Anstrengung;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;1) PISA 2000 (Kunter, M. et al., 2002, S.117. PISA 2000 - Dokumentation der Erhebungsinstrumente) (2 von 4 Items), 2) EVAMAR (Befragung Abschlussklassen. Bern: Amt für Bildungsforschung);aktiv;likert6_zutreffen
qm_sekII;Anst_schwierig;Input;Individuelle Eingangsvoraussetzungen der Schülerinnen und Schüler;Wie beurteilen Sie Ihr eigenes Lernverhalten?;Wenn ich lerne, arbeite ich auch dann weiter, wenn der Stoff schwierig ist.;Skala: Eigene Anstrengung;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;1) PISA 2000 (Kunter, M. et al., 2002, S.117. PISA 2000 - Dokumentation der Erhebungsinstrumente) (2 von 4 Items), 2) EVAMAR (Befragung Abschlussklassen. Bern: Amt für Bildungsforschung);aktiv;likert6_zutreffen
qm_sekII;Anst_schwierig_a;Input;Individuelle Eingangsvoraussetzungen der Lernenden;Wie beurteilen Sie Ihr eigenes Lernverhalten?;Ich arbeite auch dann weiter, wenn der Unterrichtsstoff schwierig ist.;Skala: Eigene Anstrengung;school_type_id = 3, 8;Mean, Ausschluss wenn Missings >2;1) PISA 2000 (Kunter, M. et al., 2002, S.117. PISA 2000 - Dokumentation der Erhebungsinstrumente) (2 von 4 Items), 2) EVAMAR (Befragung Abschlussklassen. Bern: Amt für Bildungsforschung);aktiv;likert6_zutreffen
qm_sekII;Anst_sehr;Input;Individuelle Eingangsvoraussetzungen der Schülerinnen und Schüler;Wie beurteilen Sie Ihr eigenes Lernverhalten?;Ich strenge mich in der Schule sehr an.;Skala: Eigene Anstrengung;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;1) PISA 2000 (Kunter, M. et al., 2002, S.117. PISA 2000 - Dokumentation der Erhebungsinstrumente) (2 von 4 Items), 2) EVAMAR (Befragung Abschlussklassen. Bern: Amt für Bildungsforschung);aktiv;likert6_zutreffen
qm_sekII;Anst_sehr_a;Input;Individuelle Eingangsvoraussetzungen der Lernenden;Wie beurteilen Sie Ihr eigenes Lernverhalten?;Ich strenge mich in der Schule an.;Skala: Eigene Anstrengung;school_type_id = 3, 8, 9;Mean, Ausschluss wenn Missings >2;1) PISA 2000 (Kunter, M. et al., 2002, S.117. PISA 2000 - Dokumentation der Erhebungsinstrumente) (2 von 4 Items), 2) EVAMAR (Befragung Abschlussklassen. Bern: Amt für Bildungsforschung);aktiv;likert6_zutreffen
qm_sekII;Anst_voll;Input;Individuelle Eingangsvoraussetzungen der Schülerinnen und Schüler;Wie beurteilen Sie Ihr eigenes Lernverhalten?;In der Schule bin ich meistens voll bei der Sache.;Skala: Eigene Anstrengung;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;1) PISA 2000 (Kunter, M. et al., 2002, S.117. PISA 2000 - Dokumentation der Erhebungsinstrumente) (2 von 4 Items), 2) EVAMAR (Befragung Abschlussklassen. Bern: Amt für Bildungsforschung);aktiv;likert6_zutreffen
qm_sekII;Anst_voll_a;Input;Individuelle Eingangsvoraussetzungen der Lernenden;Wie beurteilen Sie Ihr eigenes Lernverhalten?;Ich bin in der Schule voll bei der Sache.;Skala: Eigene Anstrengung;school_type_id = 3, 8;Mean, Ausschluss wenn Missings >2;1) PISA 2000 (Kunter, M. et al., 2002, S.117. PISA 2000 - Dokumentation der Erhebungsinstrumente) (2 von 4 Items), 2) EVAMAR (Befragung Abschlussklassen. Bern: Amt für Bildungsforschung);aktiv;likert6_zutreffen
qm_sekII;Art_egrup;Statistische Angaben;Fragen zu Austausch und Mobilität (Movetia);An welcher Art und an wie vielen Austausch- und Mobilitätsaktivitäten haben Sie teilgenommen? (Mehrfachantworten möglich);eine Gruppenmobilität;Item-Gruppe: Art des Austausches / der Mobilität;filter_movetia = 1;;Movetia;aktiv;kreuz
qm_sekII;Art_meinz;Statistische Angaben;Fragen zu Austausch und Mobilität (Movetia);An welcher Art und an wie vielen Austausch- und Mobilitätsaktivitäten haben Sie teilgenommen? (Mehrfachantworten möglich);Mehr als zwei Einzelmobilitäten;Item-Gruppe: Art des Austausches / der Mobilität;filter_movetia = 1;;Movetia;aktiv;kreuz
qm_sekII;Art_mgrup;Statistische Angaben;Fragen zu Austausch und Mobilität (Movetia);An welcher Art und an wie vielen Austausch- und Mobilitätsaktivitäten haben Sie teilgenommen? (Mehrfachantworten möglich);Mehr als 2 Gruppenmobilität;Item-Gruppe: Art des Austausches / der Mobilität;filter_movetia = 1;;Movetia;aktiv;kreuz
qm_sekII;Art_prakt;Statistische Angaben;Fragen zu Austausch und Mobilität (Movetia);An welcher Art und an wie vielen Austausch- und Mobilitätsaktivitäten haben Sie teilgenommen? (Mehrfachantworten möglich);Einzelmobilität als Praktikum;Item-Gruppe: Art des Austausches / der Mobilität;filter_movetia = 1;;Movetia;aktiv;kreuz
qm_sekII;Art_schule;Statistische Angaben;Fragen zu Austausch und Mobilität (Movetia);An welcher Art und an wie vielen Austausch- und Mobilitätsaktivitäten haben Sie teilgenommen? (Mehrfachantworten möglich);Einzelmobilität durch Besuch der lokalen Schule;Item-Gruppe: Art des Austausches / der Mobilität;filter_movetia = 1;;Movetia;aktiv;kreuz
qm_sekII;Art_sprach;Statistische Angaben;Fragen zu Austausch und Mobilität (Movetia);An welcher Art und an wie vielen Austausch- und Mobilitätsaktivitäten haben Sie teilgenommen? (Mehrfachantworten möglich);Einzelmobilität in einer Sprachschule;Item-Gruppe: Art des Austausches / der Mobilität;filter_movetia = 1;;Movetia;aktiv;kreuz
qm_sekII;Art_zeinz;Statistische Angaben;Fragen zu Austausch und Mobilität (Movetia);An welcher Art und an wie vielen Austausch- und Mobilitätsaktivitäten haben Sie teilgenommen? (Mehrfachantworten möglich);zwei Einzelmobilitäten;Item-Gruppe: Art des Austausches / der Mobilität;filter_movetia = 1;;Movetia;aktiv;kreuz
qm_sekII;Art_zgrup;Statistische Angaben;Fragen zu Austausch und Mobilität (Movetia);An welcher Art und an wie vielen Austausch- und Mobilitätsaktivitäten haben Sie teilgenommen? (Mehrfachantworten möglich);zwei Gruppenmobilitäten;Item-Gruppe: Art des Austausches / der Mobilität;filter_movetia = 1;;Movetia;aktiv;kreuz
qm_sekII;Ausbild_;Statistische Angaben;;Welche Art der Ausbildung absolvieren Sie?;;Einzelitem: Art der Ausbildung  (nur BfS);school_type_id = 3, 8;;;Item erhoben bis 2016;cat_ausbild
qm_sekII;BM_Typ;Statistische Angaben;Statistische Angaben aus XLS-Uploads Teilnehmerliste;Art der Ausbildung der Lernenden;;Einzelitem: Art der Ausbildung;school_type_id = 3;;;aktiv;bm_typ
qm_sekII;Beginn;Werdegang;;Wann haben Sie mit Ihrer momentanen Ausbildung/Tätigkeit begonnen?;;Einzelitem: Beginn mit momentaner Tätigkeit;;;Eigenkonstruktion des IVM/des IFES;aktiv;beginn_taet
qm_sekII;Berfeld;Werdegang;;In welchem Berufsfeld sind Sie tätig oder werden Sie ausgebildet?;;Einzelitem: Berufsfeld;;;Eigenkonstruktion des IVM;aktiv;berfeld
qm_sekII;Beruf;Statistische Angaben;Statistische Angaben aus XLS-Uploads Teilnehmerliste;Berufsnummern gemäss Verzeichnisse des SBFI;;Einzelitem: Berufliche Bildung (nur BfS);school_type_id = 3, 8, 9;;https://www.becc.admin.ch/becc/public/bvz/beruf/showAllActive;aktiv;sbfi_berufe
qm_sekII;Bll_freude;Prozess;Soziale Beziehungen;Wie erleben Sie das Klima in Ihrer Klasse?;Wenn jemand einen Fehler macht oder eine schlechte Leistung erbringt, freuen sich die anderen.;Skala: Interaktion zwischen Schülerinnen und Schülern;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;1) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation), Lehrpersonen-Schüler/innen-Beziehung (4 von 6 Items);aktiv;likert6_zutreffen
qm_sekII;Bll_helf;Prozess;Soziale Beziehungen;Wie erleben Sie das Klima in Ihrer Klasse?;Die meisten Schülerinnen und Schüler in unserer Klasse helfen einander gegenseitig im Unterricht.;Skala: Interaktion zwischen Schülerinnen und Schülern;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;1) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation), Lehrpersonen-Schüler/innen-Beziehung (4 von 6 Items);aktiv;likert6_zutreffen
qm_sekII;Bll_ober;Prozess;Soziale Beziehungen;Wie erleben Sie das Klima in Ihrer Klasse?;Freundschaften zwischen den Schülerinnen und Schülern sind bei uns nur oberflächlich, letzten Endes arbeitet jeder gegen jeden.;Skala: Interaktion zwischen Schülerinnen und Schülern;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;1) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation), Lehrpersonen-Schüler/innen-Beziehung (4 von 6 Items);aktiv;likert6_zutreffen
qm_sekII;Bll_streit;Prozess;Soziale Beziehungen;Wie erleben Sie das Klima in Ihrer Klasse?;Es gibt unter den Schülerinnen und Schülern oft Streit.;Skala: Interaktion zwischen Schülerinnen und Schülern;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;1) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation), Lehrpersonen-Schüler/innen-Beziehung (4 von 6 Items);aktiv;likert6_zutreffen
qm_sekII;Blp_hilft;Prozess;Soziale Beziehungen;Wie verhalten sich Ihre Lehrpersonen Ihnen gegenüber?;Wenn ich eine Lehrperson um Unterstützung bitte, hilft sie mir.;Skala: Interaktion zwischen Lehrpersonen und Lernenden;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;1) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation), Lehrpersonen-Schüler/innen-Beziehung (3 von 12 Items), 2) Eigenkonstruktion IFES;aktiv;likert6_zutreffen
qm_sekII;Blp_korr;Prozess;Soziale Beziehungen;Wie verhalten sich Ihre Lehrpersonen Ihnen gegenüber?;Ich fühle mich von den Lehrpersonen respektvoll behandelt.;Skala: Interaktion zwischen Lehrpersonen und Lernenden;school_type_id = 1, 4, 5;Mean, Ausschluss wenn Missings >2;1) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation), Lehrpersonen-Schüler/innen-Beziehung (3 von 12 Items), 2) Eigenkonstruktion IFES;aktiv;likert6_zutreffen
qm_sekII;Blp_korr_a;Prozess;Soziale Beziehungen;Wie verhalten sich Ihre Lehrpersonen Ihnen gegenüber?;Ich fühle mich von unseren Lehrpersonen respektvoll behandelt.;Skala: Soziale Interaktion zwischen Lehrpersonen und Lernenden;school_type_id = 3, 8;Mean, Ausschluss wenn Missings >2;1) Mittelschulerhebung 2004 (Leutwyler & Maag Merki, 2004. Indikatoren zu Kontextmerkmalen gymnasialer Bildung. Perspektive der Schülerinnen und Schüler. Skalen- und Itemdokumentation), Lehrpersonen-Schüler/innen-Beziehung (3 von 12 Items), 2) Eigenkonstruktion IFES;aktiv;likert6_lehrp
